timeSec,trialIndex,configurationIndex,pegColor,force,event
19.040,1,4,Red,0.8474,
19.096,1,4,Red,0.8452,
19.151,1,4,Red,0.8491,
19.207,1,4,Red,0.8698,
19.263,1,4,Red,0.8945,
19.318,1,4,Red,0.9111,
19.320,1,4,Red,0.9111,Placed
24.497,1,4,Red,0.0000,PickedUp
24.540,1,4,Red,0.0000,
24.595,1,4,Red,0.0000,
24.650,1,4,Red,0.0000,
24.706,1,4,Red,0.0000,
24.762,1,4,Red,0.0000,
24.817,1,4,Red,0.0000,
24.873,1,4,Red,0.0000,
24.929,1,4,Red,0.0000,
24.984,1,4,Red,0.0000,
25.041,1,4,Red,0.0000,
25.096,1,4,Red,0.0000,
25.152,1,4,Red,0.0000,
25.207,1,4,Red,0.0000,
25.263,1,4,Red,0.0000,
25.319,1,4,Red,0.0000,
25.374,1,4,Red,0.0000,
25.430,1,4,Red,0.0000,
25.485,1,4,Red,0.0000,
25.541,1,4,Red,0.0000,
25.597,1,4,Red,0.0000,
25.653,1,4,Red,0.0000,
25.708,1,4,Red,0.1187,
25.765,1,4,Red,0.1419,
25.820,1,4,Red,0.1182,
25.875,1,4,Red,0.1265,
25.931,1,4,Red,0.1851,
25.987,1,4,Red,0.2764,
26.042,1,4,Red,0.4151,
26.098,1,4,Red,0.4496,
26.154,1,4,Red,0.4569,
26.210,1,4,Red,0.4938,
26.265,1,4,Red,0.5114,
26.321,1,4,Red,0.5858,
26.377,1,4,Red,0.6247,
26.432,1,4,Red,0.6276,
26.488,1,4,Red,0.7673,
26.544,1,4,Red,0.7685,
26.600,1,4,Red,0.7819,
26.655,1,4,Red,0.7956,
26.711,1,4,Red,0.8982,
26.767,1,4,Red,1.0000,
26.822,1,4,Red,1.0000,
26.878,1,4,Red,1.0000,
26.934,1,4,Red,1.0000,
26.990,1,4,Red,1.0000,
27.045,1,4,Red,1.0000,
27.101,1,4,Red,0.7521,
27.156,1,4,Red,0.6051,
27.212,1,4,Red,0.6339,
27.268,1,4,Red,0.7385,
27.324,1,4,Red,0.7736,
27.380,1,4,Red,0.7712,
27.436,1,4,Red,0.7668,
27.491,1,4,Red,0.7448,
27.546,1,4,Red,0.7280,
27.602,1,4,Red,0.6620,
27.658,1,4,Red,0.5592,
27.713,1,4,Red,0.6422,
27.769,1,4,Red,0.6911,
27.825,1,4,Red,0.7070,
27.880,1,4,Red,0.7140,
27.936,1,4,Red,0.7463,
27.992,1,4,Red,0.8237,
28.048,1,4,Red,0.8486,
28.103,1,4,Red,0.8520,
28.159,1,4,Red,0.8620,
28.215,1,4,Red,0.8586,
28.271,1,4,Red,0.8569,
28.326,1,4,Red,0.8593,
28.382,1,4,Red,0.8532,
28.437,1,4,Red,0.8557,
28.440,1,4,Red,0.8557,Placed
30.011,1,4,Red,0.0000,PickedUp
30.053,1,4,Red,0.0000,
30.109,1,4,Red,0.0000,
30.164,1,4,Red,0.0000,
30.220,1,4,Red,0.0000,
30.278,1,4,Red,0.0000,
30.331,1,4,Red,0.0000,
30.387,1,4,Red,0.0000,
30.442,1,4,Red,0.0000,
30.498,1,4,Red,0.0000,
30.554,1,4,Red,0.0000,
30.609,1,4,Red,0.0000,
30.665,1,4,Red,0.0000,
30.721,1,4,Red,0.0000,
30.777,1,4,Red,0.0000,
30.832,1,4,Red,0.0000,
30.888,1,4,Red,0.0000,
30.944,1,4,Red,0.0000,
30.999,1,4,Red,0.0000,
31.055,1,4,Red,0.0000,
31.111,1,4,Red,0.0000,
31.167,1,4,Red,0.0000,
31.222,1,4,Red,0.0000,
31.277,1,4,Red,0.0000,
31.333,1,4,Red,0.0000,
31.389,1,4,Red,0.0000,
31.446,1,4,Red,0.0000,
31.500,1,4,Red,0.0000,
31.556,1,4,Red,0.0000,
31.613,1,4,Red,0.0000,
31.667,1,4,Red,0.0000,
31.723,1,4,Red,0.0000,
31.779,1,4,Red,0.0000,
31.834,1,4,Red,0.0000,
31.890,1,4,Red,0.0794,
31.946,1,4,Red,0.3138,
32.001,1,4,Red,0.4781,
32.057,1,4,Red,0.5031,
32.113,1,4,Red,0.5082,
32.168,1,4,Red,0.5114,
32.224,1,4,Red,0.5739,
32.280,1,4,Red,0.6532,
32.336,1,4,Red,0.6882,
32.391,1,4,Red,0.6962,
32.448,1,4,Red,0.8029,
32.502,1,4,Red,0.7919,
32.558,1,4,Red,0.7851,
32.614,1,4,Red,0.8134,
32.669,1,4,Red,0.8955,
32.725,1,4,Red,0.8847,
32.781,1,4,Red,0.8864,
32.837,1,4,Red,0.9319,
32.892,1,4,Red,0.9385,
32.948,1,4,Red,0.9570,
33.004,1,4,Red,0.9595,
33.059,1,4,Red,0.9726,
33.060,1,4,Red,0.9726,Placed
34.173,1,4,Green,0.0000,PickedUp
34.216,1,4,Green,0.0000,
34.271,1,4,Green,0.0000,
34.327,1,4,Green,0.0000,
34.382,1,4,Green,0.0000,
34.438,1,4,Green,0.0000,
34.493,1,4,Green,0.0000,
34.549,1,4,Green,0.0000,
34.605,1,4,Green,0.0000,
34.660,1,4,Green,0.0000,
34.716,1,4,Green,0.0000,
34.772,1,4,Green,0.0000,
34.833,1,4,Green,0.0000,
34.883,1,4,Green,0.0000,
34.939,1,4,Green,0.0000,
34.995,1,4,Green,0.0000,
35.050,1,4,Green,0.0000,
35.106,1,4,Green,0.0000,
35.162,1,4,Green,0.0000,
35.217,1,4,Green,0.0000,
35.273,1,4,Green,0.0000,
35.329,1,4,Green,0.0000,
35.384,1,4,Green,0.0000,
35.440,1,4,Green,0.0000,
35.496,1,4,Green,0.0000,
35.551,1,4,Green,0.0474,
35.607,1,4,Green,0.2562,
35.663,1,4,Green,0.4747,
35.719,1,4,Green,0.6083,
35.774,1,4,Green,0.5956,
35.830,1,4,Green,0.5937,
35.886,1,4,Green,0.5954,
35.941,1,4,Green,0.5983,
35.998,1,4,Green,0.6171,
36.053,1,4,Green,0.6383,
36.108,1,4,Green,0.7563,
36.164,1,4,Green,0.7221,
36.220,1,4,Green,0.6789,
36.275,1,4,Green,0.6562,
36.331,1,4,Green,0.6606,
36.387,1,4,Green,0.6740,
36.443,1,4,Green,0.6908,
36.498,1,4,Green,0.7038,
36.554,1,4,Green,0.7106,
36.610,1,4,Green,0.7238,
36.665,1,4,Green,0.7426,
36.721,1,4,Green,0.7468,
36.776,1,4,Green,0.7643,
36.833,1,4,Green,0.7897,
36.888,1,4,Green,0.7866,
36.943,1,4,Green,0.8012,
36.999,1,4,Green,0.8005,
37.055,1,4,Green,0.9368,
37.111,1,4,Green,0.9683,
37.166,1,4,Green,0.9551,
37.222,1,4,Green,0.9368,
37.278,1,4,Green,0.9387,
37.333,1,4,Green,0.9416,
37.389,1,4,Green,0.9365,
37.445,1,4,Green,0.9451,
37.501,1,4,Green,0.9460,
37.556,1,4,Green,0.9504,
37.612,1,4,Green,0.9463,
37.669,1,4,Green,0.9414,
37.723,1,4,Green,0.9377,
37.779,1,4,Green,0.9392,
37.835,1,4,Green,0.9443,
37.891,1,4,Green,0.9910,
37.946,1,4,Green,0.9932,
38.002,1,4,Green,0.9983,
38.057,1,4,Green,1.0000,
38.113,1,4,Green,0.9619,
38.169,1,4,Green,0.8899,
38.225,1,4,Green,0.8012,
38.281,1,4,Green,0.7778,
38.336,1,4,Green,0.7822,
38.392,1,4,Green,0.7868,
38.447,1,4,Green,0.7814,
38.504,1,4,Green,0.7790,
38.559,1,4,Green,0.7536,
38.614,1,4,Green,0.6921,
38.670,1,4,Green,0.6012,
38.726,1,4,Green,0.5880,
38.781,1,4,Green,0.5802,
38.837,1,4,Green,0.5619,
38.893,1,4,Green,0.5375,
38.949,1,4,Green,0.5128,
39.004,1,4,Green,0.4564,
39.060,1,4,Green,0.4298,
39.115,1,4,Green,0.4151,
39.171,1,4,Green,0.3934,
39.227,1,4,Green,0.3761,
39.283,1,4,Green,0.3250,
39.339,1,4,Green,0.2828,
39.394,1,4,Green,0.2740,
39.450,1,4,Green,0.2759,
39.505,1,4,Green,0.2752,
39.561,1,4,Green,0.2759,
39.617,1,4,Green,0.2813,
39.672,1,4,Green,0.2816,
39.728,1,4,Green,0.2855,
39.760,1,4,Green,0.2855,Placed
40.730,1,4,Green,0.0000,PickedUp
40.773,1,4,Green,0.0000,
40.828,1,4,Green,0.0000,
40.883,1,4,Green,0.0000,
40.939,1,4,Green,0.0000,
40.995,1,4,Green,0.0000,
41.050,1,4,Green,0.0000,
41.106,1,4,Green,0.0000,
41.162,1,4,Green,0.0000,
41.218,1,4,Green,0.0000,
41.273,1,4,Green,0.0000,
41.329,1,4,Green,0.0000,
41.385,1,4,Green,0.0000,
41.441,1,4,Green,0.0000,
41.496,1,4,Green,0.0000,
41.551,1,4,Green,0.0000,
41.607,1,4,Green,0.0000,
41.663,1,4,Green,0.0000,
41.719,1,4,Green,0.0379,
41.775,1,4,Green,0.0327,
41.830,1,4,Green,0.0366,
41.885,1,4,Green,0.0830,
41.941,1,4,Green,0.0806,
41.997,1,4,Green,0.0825,
42.055,1,4,Green,0.1272,
42.109,1,4,Green,0.1998,
42.164,1,4,Green,0.2535,
42.220,1,4,Green,0.2496,
42.275,1,4,Green,0.2518,
42.331,1,4,Green,0.2632,
42.387,1,4,Green,0.2711,
42.443,1,4,Green,0.2745,
42.498,1,4,Green,0.2745,
42.554,1,4,Green,0.2755,
42.580,1,4,Green,0.2755,Placed
43.389,1,4,Green,0.0000,PickedUp
43.432,1,4,Green,0.0000,
43.487,1,4,Green,0.0000,
43.542,1,4,Green,0.0000,
43.598,1,4,Green,0.0000,
43.654,1,4,Green,0.0000,
43.709,1,4,Green,0.0000,
43.765,1,4,Green,0.0000,
43.821,1,4,Green,0.0000,
43.877,1,4,Green,0.0000,
43.933,1,4,Green,0.0000,
43.988,1,4,Green,0.0000,
44.044,1,4,Green,0.0000,
44.099,1,4,Green,0.0000,
44.155,1,4,Green,0.0000,
44.210,1,4,Green,0.0000,
44.266,1,4,Green,0.0000,
44.322,1,4,Green,0.0000,
44.378,1,4,Green,0.0000,
44.433,1,4,Green,0.0000,
44.489,1,4,Green,0.0000,
44.545,1,4,Green,0.0000,
44.600,1,4,Green,0.0000,
44.656,1,4,Green,0.0000,
44.712,1,4,Green,0.0000,
44.768,1,4,Green,0.0000,
44.823,1,4,Green,0.0000,
44.879,1,4,Green,0.0000,
44.935,1,4,Green,0.0000,
44.990,1,4,Green,0.0000,
45.046,1,4,Green,0.0271,
45.101,1,4,Green,0.0811,
45.157,1,4,Green,0.1179,
45.213,1,4,Green,0.1648,
45.269,1,4,Green,0.1766,
45.325,1,4,Green,0.2168,
45.380,1,4,Green,0.2295,
45.436,1,4,Green,0.2515,
45.492,1,4,Green,0.3685,
45.547,1,4,Green,0.4166,
45.604,1,4,Green,0.5162,
45.658,1,4,Green,0.6007,
45.714,1,4,Green,0.8259,
45.770,1,4,Green,0.8437,
45.826,1,4,Green,0.8425,
45.881,1,4,Green,0.8518,
45.937,1,4,Green,0.8510,
45.993,1,4,Green,0.8513,
46.048,1,4,Green,0.8591,
46.104,1,4,Green,0.8611,
46.160,1,4,Green,0.8589,
46.216,1,4,Green,0.8586,
46.271,1,4,Green,0.8547,
46.327,1,4,Green,0.8469,
46.382,1,4,Green,0.8330,
46.439,1,4,Green,0.7834,
46.494,1,4,Green,0.7609,
46.550,1,4,Green,0.7443,
46.605,1,4,Green,0.7118,
46.661,1,4,Green,0.6459,
46.717,1,4,Green,0.5551,
46.772,1,4,Green,0.5016,
46.828,1,4,Green,0.4144,
46.884,1,4,Green,0.3875,
46.939,1,4,Green,0.3932,
46.995,1,4,Green,0.4042,
47.051,1,4,Green,0.3963,
47.106,1,4,Green,0.3890,
47.162,1,4,Green,0.3651,
47.218,1,4,Green,0.3612,
47.274,1,4,Green,0.3499,
47.329,1,4,Green,0.3470,
47.385,1,4,Green,0.3343,
47.440,1,4,Green,0.3250,
47.496,1,4,Green,0.3294,
47.552,1,4,Green,0.3316,
47.608,1,4,Green,0.3324,
47.664,1,4,Green,0.3331,
47.700,1,4,Green,0.3343,Placed
49.376,1,4,Red,0.0000,PickedUp
49.419,1,4,Red,0.0000,
49.473,1,4,Red,0.0000,
49.529,1,4,Red,0.0000,
49.584,1,4,Red,0.0000,
49.640,1,4,Red,0.0000,
49.696,1,4,Red,0.0000,
49.752,1,4,Red,0.0000,
49.807,1,4,Red,0.0000,
49.863,1,4,Red,0.0000,
49.919,1,4,Red,0.0000,
49.974,1,4,Red,0.0000,
50.030,1,4,Red,0.0913,
50.086,1,4,Red,0.1595,
50.141,1,4,Red,0.2581,
50.198,1,4,Red,0.2725,
50.253,1,4,Red,0.2667,
50.309,1,4,Red,0.2767,
50.364,1,4,Red,0.3023,
50.420,1,4,Red,0.3602,
50.476,1,4,Red,0.4173,
50.532,1,4,Red,0.4352,
50.587,1,4,Red,0.4938,
50.643,1,4,Red,0.5287,
50.698,1,4,Red,0.5829,
50.754,1,4,Red,0.6586,
50.810,1,4,Red,0.7084,
50.866,1,4,Red,0.7074,
50.921,1,4,Red,0.7067,
50.977,1,4,Red,0.7111,
51.033,1,4,Red,0.7441,
51.089,1,4,Red,0.8520,
51.144,1,4,Red,0.8593,
51.200,1,4,Red,0.8491,
51.256,1,4,Red,0.8513,
51.311,1,4,Red,0.8464,
51.367,1,4,Red,0.8405,
51.423,1,4,Red,0.8403,
51.478,1,4,Red,0.8444,
51.534,1,4,Red,0.8462,
51.560,1,4,Red,0.8449,Placed
53.503,1,4,Red,0.0000,PickedUp
53.541,1,4,Red,0.0000,
53.594,1,4,Red,0.0000,
53.650,1,4,Red,0.0000,
53.705,1,4,Red,0.0000,
53.761,1,4,Red,0.0000,
53.817,1,4,Red,0.0000,
53.873,1,4,Red,0.0000,
53.928,1,4,Red,0.0000,
53.984,1,4,Red,0.0000,
54.040,1,4,Red,0.0000,
54.096,1,4,Red,0.0000,
54.151,1,4,Red,0.0000,
54.207,1,4,Red,0.0000,
54.262,1,4,Red,0.0000,
54.318,1,4,Red,0.0000,
54.376,1,4,Red,0.0000,
54.431,1,4,Red,0.0000,
54.486,1,4,Red,0.0000,
54.541,1,4,Red,0.0000,
54.597,1,4,Red,0.0000,
54.652,1,4,Red,0.0000,
54.708,1,4,Red,0.0916,
54.764,1,4,Red,0.2366,
54.819,1,4,Red,0.3165,
54.875,1,4,Red,0.3502,
54.931,1,4,Red,0.3788,
54.986,1,4,Red,0.4071,
55.042,1,4,Red,0.4269,
55.098,1,4,Red,0.4603,
55.154,1,4,Red,0.5160,
55.210,1,4,Red,0.5421,
55.265,1,4,Red,0.6168,
55.320,1,4,Red,0.6723,
55.376,1,4,Red,0.7348,
55.432,1,4,Red,0.7744,
55.487,1,4,Red,0.8237,
55.543,1,4,Red,0.8342,
55.599,1,4,Red,0.8640,
55.655,1,4,Red,0.8657,
55.710,1,4,Red,0.8530,
55.766,1,4,Red,0.8510,
55.822,1,4,Red,0.8642,
55.877,1,4,Red,0.8598,
55.933,1,4,Red,0.8606,
55.940,1,4,Red,0.8606,Placed
57.493,1,4,Green,0.0000,PickedUp
57.536,1,4,Green,0.0000,
57.590,1,4,Green,0.0000,
57.646,1,4,Green,0.0000,
57.701,1,4,Green,0.0000,
57.757,1,4,Green,0.0000,
57.813,1,4,Green,0.0000,
57.869,1,4,Green,0.0000,
57.925,1,4,Green,0.0000,
57.980,1,4,Green,0.0000,
58.036,1,4,Green,0.0000,
58.091,1,4,Green,0.0000,
58.147,1,4,Green,0.0000,
58.203,1,4,Green,0.0000,
58.258,1,4,Green,0.0000,
58.314,1,4,Green,0.0000,
58.370,1,4,Green,0.0000,
58.426,1,4,Green,0.0000,
58.481,1,4,Green,0.0000,
58.537,1,4,Green,0.0000,
58.592,1,4,Green,0.0000,
58.648,1,4,Green,0.0000,
58.704,1,4,Green,0.0928,
58.760,1,4,Green,0.1170,
58.815,1,4,Green,0.1253,
58.871,1,4,Green,0.2027,
58.926,1,4,Green,0.3893,
58.982,1,4,Green,0.4269,
59.038,1,4,Green,0.4139,
59.094,1,4,Green,0.4173,
59.149,1,4,Green,0.4718,
59.205,1,4,Green,0.5905,
59.261,1,4,Green,0.6137,
59.316,1,4,Green,0.6034,
59.372,1,4,Green,0.5941,
59.428,1,4,Green,0.5934,
59.483,1,4,Green,0.5880,
59.539,1,4,Green,0.5724,
59.596,1,4,Green,0.6840,
59.651,1,4,Green,0.8891,
59.706,1,4,Green,0.9055,
59.762,1,4,Green,0.8965,
59.818,1,4,Green,0.8894,
59.873,1,4,Green,0.9099,
59.929,1,4,Green,1.0000,
59.985,1,4,Green,1.0000,
60.041,1,4,Green,1.0000,
60.096,1,4,Green,1.0000,
60.152,1,4,Green,1.0000,
60.207,1,4,Green,1.0000,
60.263,1,4,Green,1.0000,
60.319,1,4,Green,0.8979,
60.375,1,4,Green,0.8164,
60.431,1,4,Green,0.8103,
60.486,1,4,Green,0.7602,
60.542,1,4,Green,0.6400,
60.597,1,4,Green,0.6215,
60.653,1,4,Green,0.5829,
60.709,1,4,Green,0.5346,
60.764,1,4,Green,0.4891,
60.820,1,4,Green,0.4759,
60.876,1,4,Green,0.4491,
60.931,1,4,Green,0.4293,
60.987,1,4,Green,0.4137,
61.042,1,4,Green,0.3998,
61.098,1,4,Green,0.3792,
61.154,1,4,Green,0.3739,
61.210,1,4,Green,0.3643,
61.267,1,4,Green,0.3082,
61.321,1,4,Green,0.2596,
61.377,1,4,Green,0.2571,
61.432,1,4,Green,0.2520,
61.488,1,4,Green,0.2503,
61.544,1,4,Green,0.2669,
61.600,1,4,Green,0.2684,
61.655,1,4,Green,0.2686,
61.711,1,4,Green,0.2650,
61.720,1,4,Green,0.2650,Placed
63.270,1,4,Green,0.0000,PickedUp
63.313,1,4,Green,0.0000,
63.368,1,4,Green,0.0000,
63.423,1,4,Green,0.0000,
63.479,1,4,Green,0.0000,
63.535,1,4,Green,0.0000,
63.590,1,4,Green,0.0000,
63.646,1,4,Green,0.0000,
63.702,1,4,Green,0.0000,
63.757,1,4,Green,0.0000,
63.813,1,4,Green,0.0000,
63.869,1,4,Green,0.0000,
63.924,1,4,Green,0.0000,
63.981,1,4,Green,0.0000,
64.036,1,4,Green,0.0000,
64.091,1,4,Green,0.0000,
64.147,1,4,Green,0.0000,
64.203,1,4,Green,0.0000,
64.258,1,4,Green,0.0000,
64.314,1,4,Green,0.0000,
64.370,1,4,Green,0.0000,
64.426,1,4,Green,0.0000,
64.481,1,4,Green,0.0857,
64.537,1,4,Green,0.1446,
64.593,1,4,Green,0.2274,
64.648,1,4,Green,0.3055,
64.704,1,4,Green,0.3751,
64.760,1,4,Green,0.3863,
64.817,1,4,Green,0.3895,
64.871,1,4,Green,0.3934,
64.927,1,4,Green,0.3985,
64.982,1,4,Green,0.4007,
65.038,1,4,Green,0.3851,
65.094,1,4,Green,0.2652,
65.150,1,4,Green,0.1531,
65.205,1,4,Green,0.1140,
65.261,1,4,Green,0.1045,
65.316,1,4,Green,0.1026,
65.373,1,4,Green,0.1138,
65.429,1,4,Green,0.1282,
65.484,1,4,Green,0.1705,
65.540,1,4,Green,0.2032,
65.595,1,4,Green,0.2374,
65.652,1,4,Green,0.2535,
65.706,1,4,Green,0.2769,
65.762,1,4,Green,0.2728,
65.818,1,4,Green,0.2747,
65.874,1,4,Green,0.2730,
65.929,1,4,Green,0.2742,
65.985,1,4,Green,0.2742,
66.040,1,4,Green,0.2694,
66.096,1,4,Green,0.2716,
66.152,1,4,Green,0.2740,
66.207,1,4,Green,0.2725,
66.263,1,4,Green,0.2706,
66.319,1,4,Green,0.2747,
66.375,1,4,Green,0.2740,
66.430,1,4,Green,0.2808,
66.460,1,4,Green,0.0000,Placed
